age,workclass,education,educationyears,maritalstatus,occupation,relationship,race,sex,hoursperweek,nativecountry,incomeUSD
54,Private,7th-8th,4,Divorced,Machine-op-inspct,Unmarried,White,Female,40,United-States,31796
42,Self-emp-inc,Masters,14,Divorced,Exec-managerial,Unmarried,Asian-Pac-Islander,Male,60,India,67243
28,Private,10th,6,Divorced,Handlers-cleaners,Not-in-family,White,Male,40,United-States,45419
65,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,20,United-States,39712
35,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Other-relative,White,Male,35,Ireland,35158
82,Private,5th-6th,3,Widowed,Other-service,Unmarried,White,Male,20,United-States,34156
48,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,143356
44,Private,Doctorate,16,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,Japan,52750
68,Private,Masters,14,Never-married,Adm-clerical,Not-in-family,White,Female,20,United-States,47805
42,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,43202
24,Private,HS-grad,9,Never-married,Adm-clerical,Not-in-family,White,Female,37,United-States,34637
54,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,48754
22,Private,Some-college,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,39220
43,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,84,United-States,36415
17,Private,9th,5,Never-married,Other-service,Own-child,White,Female,35,United-States,42255
46,Self-emp-not-inc,HS-grad,9,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,49536
59,Private,Some-college,10,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,60013
37,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,38595
70,?,HS-grad,9,Married-civ-spouse,?,Husband,White,Male,24,United-States,27274
57,Self-emp-inc,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,30,United-States,196607
47,?,HS-grad,9,Married-civ-spouse,?,Not-in-family,White,Female,35,United-States,49485
31,Private,HS-grad,9,Never-married,Sales,Unmarried,Black,Female,24,United-States,47238
23,Private,HS-grad,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,47265
17,Private,12th,8,Never-married,Other-service,Own-child,White,Female,25,United-States,27181
63,Private,Preschool,1,Married-civ-spouse,Prof-specialty,Husband,Other,Male,30,Mexico,36948
44,Private,Prof-school,15,Divorced,Prof-specialty,Not-in-family,White,Male,55,United-States,124064
30,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,152167
23,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,20,United-States,26654
44,Private,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,102476
24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,40,United-States,24390
34,Private,Some-college,10,Never-married,Handlers-cleaners,Other-relative,White,Male,20,United-States,43531
37,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,41363
24,Private,11th,7,Never-married,Machine-op-inspct,Unmarried,White,Female,40,United-States,40880
32,Private,HS-grad,9,Divorced,Machine-op-inspct,Own-child,Black,Female,40,United-States,36049
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Black,Male,25,Jamaica,29262
20,Private,Some-college,10,Never-married,Other-service,Own-child,White,Female,10,United-States,41095
34,State-gov,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,145463
37,Private,Some-college,10,Never-married,Transport-moving,Unmarried,White,Female,20,Puerto-Rico,33163
47,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,41411
25,Private,9th,5,Never-married,Farming-fishing,Other-relative,White,Male,45,Mexico,45672
36,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,189374
60,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,37288
64,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,10,United-States,47375
32,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,48697
33,State-gov,10th,6,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,37299
71,Private,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Female,14,United-States,23199
55,Local-gov,Some-college,10,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,40,United-States,46402
85,Self-emp-not-inc,HS-grad,9,Widowed,Sales,Not-in-family,White,Female,50,United-States,47650
57,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,?,31932
39,Private,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,67,India,79469
25,Private,Some-college,10,Never-married,Craft-repair,Own-child,White,Male,55,United-States,47710
58,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,96529
57,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,42079
30,Private,Assoc-voc,11,Divorced,Prof-specialty,Unmarried,White,Female,36,United-States,26146
19,Private,11th,7,Divorced,Sales,Unmarried,White,Female,20,United-States,45975
40,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,193524
28,Private,HS-grad,9,Never-married,Protective-serv,Unmarried,Amer-Indian-Eskimo,Female,40,United-States,33180
43,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,22063
40,?,HS-grad,9,Married-civ-spouse,?,Wife,White,Female,35,United-States,64261
19,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Female,15,United-States,20082
24,Private,HS-grad,9,Never-married,Exec-managerial,Not-in-family,White,Male,38,United-States,31668
34,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,65,United-States,195102
22,Private,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,29268
64,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Farming-fishing,Husband,White,Male,55,United-States,20798
55,?,7th-8th,4,Married-civ-spouse,?,Husband,White,Male,40,?,45917
26,Private,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,21953
80,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,16,United-States,34789
79,Local-gov,Doctorate,16,Widowed,Prof-specialty,Unmarried,White,Female,40,United-States,30209
58,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,97844
43,Private,Bachelors,13,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,30851
43,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,117763
46,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,25,United-States,46875
35,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,111766
51,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,36105
52,Local-gov,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Female,60,United-States,85954
43,Self-emp-inc,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,117047
68,Private,Some-college,10,Widowed,Exec-managerial,Not-in-family,White,Female,45,United-States,37458
34,State-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,45,United-States,74606
37,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Cambodia,56205
22,Private,HS-grad,9,Never-married,Sales,Own-child,Black,Female,40,United-States,32238
32,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,42302
65,Self-emp-not-inc,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,33440
28,Private,Some-college,10,Never-married,Machine-op-inspct,Own-child,White,Male,60,United-States,49161
37,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,Asian-Pac-Islander,Male,40,?,32268
40,Self-emp-inc,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,45,United-States,21764
40,Private,11th,7,Never-married,Other-service,Other-relative,White,Male,40,United-States,29234
52,Private,HS-grad,9,Separated,Other-service,Other-relative,White,Female,20,United-States,29568
35,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,60,United-States,33029
62,Self-emp-not-inc,5th-6th,3,Married-civ-spouse,Farming-fishing,Husband,White,Male,30,United-States,24462
49,Private,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,45,United-States,46994
49,Private,HS-grad,9,Divorced,Machine-op-inspct,Other-relative,White,Female,55,United-States,42453
47,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,195922
45,Private,HS-grad,9,Separated,Exec-managerial,Not-in-family,White,Female,40,United-States,22830
37,Private,1st-4th,2,Married-spouse-absent,Farming-fishing,Other-relative,White,Male,77,Mexico,42633
36,Local-gov,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,White,Male,53,United-States,66782
36,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,70,Mexico,49443
44,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,54914
51,State-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,158133
25,State-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,42674
28,Self-emp-not-inc,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,55,United-States,40565
57,Private,HS-grad,9,Widowed,Sales,Unmarried,White,Female,32,United-States,30542
46,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,Amer-Indian-Eskimo,Male,40,United-States,34742
59,Private,10th,6,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,181498
28,Private,11th,7,Married-civ-spouse,Handlers-cleaners,Own-child,White,Male,40,United-States,20764
25,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Male,40,United-States,31214
35,Private,HS-grad,9,Married-spouse-absent,Adm-clerical,Unmarried,Black,Female,40,United-States,20365
27,Private,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,197410
29,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,99670
43,Federal-gov,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Male,40,United-States,43738
38,Federal-gov,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,30778
26,Private,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,26827
55,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,50,United-States,135284
36,Private,HS-grad,9,Separated,Craft-repair,Own-child,White,Male,40,United-States,21690
37,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,181332
23,?,HS-grad,9,Never-married,?,Own-child,White,Male,40,United-States,25935
34,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,30,?,34073
41,Private,11th,7,Married-civ-spouse,Protective-serv,Husband,White,Male,55,United-States,26612
44,Private,Assoc-voc,11,Separated,Prof-specialty,Not-in-family,White,Female,40,Dominican-Republic,26153
48,Self-emp-not-inc,Assoc-voc,11,Divorced,Exec-managerial,Not-in-family,White,Female,50,United-States,29184
35,Local-gov,HS-grad,9,Married-civ-spouse,Protective-serv,Husband,Black,Male,35,United-States,164945
43,Local-gov,Bachelors,13,Divorced,Prof-specialty,Unmarried,Black,Female,42,United-States,37083
57,Federal-gov,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,141389
44,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,40,United-States,26897
28,Private,HS-grad,9,Never-married,Other-service,Own-child,White,Male,40,United-States,46597
55,Private,10th,6,Widowed,Craft-repair,Unmarried,Black,Female,40,United-States,30726
52,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,38,United-States,43824
30,Private,HS-grad,9,Separated,Adm-clerical,Unmarried,Black,Female,40,United-States,31949
31,Private,Doctorate,16,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,50,Thailand,128097
21,?,Some-college,10,Never-married,?,Own-child,White,Male,70,United-States,35179
50,Self-emp-inc,Prof-school,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,103183
43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,70,United-States,186249
33,Private,HS-grad,9,Never-married,Machine-op-inspct,Not-in-family,Other,Male,50,United-States,20856
23,Federal-gov,Assoc-voc,11,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,25,United-States,20899
35,Private,Bachelors,13,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,Yugoslavia,142930
18,Private,Some-college,10,Never-married,Other-service,Own-child,White,Male,15,United-States,39017
21,?,Some-college,10,Never-married,?,Unmarried,Other,Female,40,United-States,22685
33,Local-gov,Bachelors,13,Married-civ-spouse,Protective-serv,Husband,Black,Male,70,United-States,104338
30,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,45,United-States,31284
21,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,15,United-States,45941
36,Local-gov,Bachelors,13,Married-civ-spouse,Adm-clerical,Wife,White,Female,35,Germany,168604
38,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,20842
33,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,Canada,139187
24,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,48717
24,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,Black,Male,40,United-States,35287
39,Private,Some-college,10,Divorced,Protective-serv,Unmarried,Black,Female,30,United-States,22292
43,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,60,China,28720
43,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,21,United-States,47796
62,?,Masters,14,Married-civ-spouse,?,Husband,White,Male,2,United-States,95635
30,State-gov,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,46103
25,Private,11th,7,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,31333
45,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,41574
22,Private,Some-college,10,Never-married,Protective-serv,Not-in-family,White,Male,20,United-States,46897
73,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,131440
26,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,170854
24,Private,HS-grad,9,Never-married,Machine-op-inspct,Other-relative,Black,Male,45,United-States,28528
18,Private,12th,8,Never-married,Craft-repair,Own-child,White,Male,20,United-States,45417
35,Private,Bachelors,13,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,35,United-States,84629
22,Private,Some-college,10,Separated,Sales,Unmarried,White,Female,43,United-States,27394
28,Private,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,Mexico,29939
38,Private,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,28602
68,?,Doctorate,16,Married-civ-spouse,?,Husband,White,Male,70,United-States,36551
40,Local-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,40,United-States,43070
32,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,84,United-States,155593
42,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,152125
31,State-gov,HS-grad,9,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,35,United-States,40278
